taxon_name,threatened,native,rl_cat,seedmass,dispersal_mode,dispersal_distance,germination_freq_mean,termvel_mean,most_frequent_seed_str,most_frequent_diaspore_type,most_frequent_seedbank_type,mean_seedbank_index
Phleum arenarium,yes,native,3,0.212582444444444,Local non-specific dispersal,1,97.75,2.1863636363636365,Balloon structures,generative dispersule,transient,0
Phleum hirsutum,no,native,*,0.2345,Local non-specific dispersal,2,98.5,NA,Balloon structures,generative dispersule,NA,NA
Phleum paniculatum,yes,native,2,0.125,Local non-specific dispersal,1,NA,NA,Balloon structures,generative dispersule,NA,NA
Phleum phleoides,no,native,V,0.15496,Local non-specific dispersal,2,93.28571428571429,NA,Balloon structures,generative dispersule,transient,0.2222222222222222
Phleum pratense,no,native,*,0.648139,Local non-specific dispersal,2,91.28571428571429,2.61,No appendages,generative dispersule,transient,0.12585034013605442
Phragmites australis,no,native,*,0.111428571428571,Anemochory,5,92,0.19,Balloon structures,generative dispersule,transient,0.007575757575757576
Alkekengi officinarum,yes,native,3,1.579,Local non-specific dispersal,2,NA,NA,No appendages,generative dispersule,NA,NA
Physocarpus opulifolius,no,established non-native,nb,0.989,Local non-specific dispersal,2,NA,NA,No appendages,generative dispersule,NA,NA
Phyteuma betonicifolium,no,native,R,0.04,Local non-specific dispersal,2,NA,1.385,NA,NA,NA,NA
Phyteuma hemisphaericum,yes,native,1,0.1019,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Phyteuma nigrum,no,native,V,0.1205,Local non-specific dispersal,1,73,NA,NA,NA,transient,0
Phyteuma orbiculare,yes,native,3,0.2195,Local non-specific dispersal,1,98.5,NA,NA,NA,transient,0
Phyteuma ovatum,no,native,R,0.149633333333333,Local non-specific dispersal,2,NA,2.25,NA,NA,NA,NA
Phyteuma spicatum,no,native,*,0.1499,Local non-specific dispersal,2,96,2.0191666666666666,No appendages,generative dispersule,transient,0
Phytolacca americana,no,established non-native,nb,6.3,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Phytolacca acinosa,no,established non-native,nb,6.67,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Picea abies,no,native,*,6.60955555555555,Anemochory,4,NA,NA,Flat appendages,generative dispersule,transient,0.04
Picris hieracioides,no,native,*,1.11731666666666,Anemochory,5,100,0.5692682926829268,Elongated appendages,generative dispersule,transient,0.15789473684210525
Pilularia globulifera,yes,native,2,NA,Hydrochory,NA,NA,NA,NA,NA,NA,NA
Pimpinella major,no,native,*,2.14246585857575,Local non-specific dispersal,2,87.66666666666667,3.3558333333333334,No appendages,generative dispersule,transient,0.07575757575757576
Pimpinella saxifraga,no,native,*,1.19295116666666,Local non-specific dispersal,2,90.5,2.7933333333333334,No appendages,generative dispersule,transient,0.00641025641025641
Pinguicula alpina,yes,native,3,7.41136,Local non-specific dispersal,1,NA,NA,No appendages,generative dispersule,transient,0
Pinguicula vulgaris,yes,native,3,1.33737714285714,Local non-specific dispersal,1,NA,0.93,No appendages,generative dispersule,transient,0
Pinus cembra,yes,native,3,209.181666666666,Anemochory,4,NA,NA,No appendages,generative dispersule,NA,NA
Pinus mugo,no,native,*,6.08357142857143,Anemochory,4,NA,NA,No appendages,generative dispersule,transient,0
Pinus uncinata subsp. uncinata,yes,native,3,7.79333333333333,Anemochory,4,NA,NA,NA,NA,NA,NA
Pinus nigra,no,established non-native,nb,20.2048148148148,Anemochory,4,NA,NA,Flat appendages,generative dispersule,transient,0
Pinus strobus,no,established non-native,nb,17.48,Anemochory,4,NA,NA,No appendages,germinule,transient,0
Pinus sylvestris,no,native,*,6.57844433333333,Anemochory,4,69,NA,Flat appendages,generative dispersule,transient,0
Plantago indica,no,native,*,1.08,Local non-specific dispersal,1,98,NA,No appendages,generative dispersule,long-term persistent,1
Plantago atrata,no,native,*,3.00849999999999,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Plantago coronopus,no,native,*,0.16739375,Local non-specific dispersal,1,100,2.4106060606060606,No appendages,generative dispersule,transient,0.375
Plantago lanceolata,no,native,*,1.52227595907017,Local non-specific dispersal,1,100,3.40875,No appendages,generative dispersule,transient,0.14915254237288136
Plantago major,no,native,*,0.235946031761904,Local non-specific dispersal,1,100,2.4891666666666667,No appendages,generative dispersule,short-term persistent,0.45643153526970953
Plantago major subsp. intermedia,no,native,*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantago alpina,no,native,*,0.5915,Local non-specific dispersal,1,NA,3.286363636363636,No appendages,generative dispersule,NA,NA
Plantago maritima,no,native,*,0.68825,Local non-specific dispersal,1,93.33333333333333,2.9725,No appendages,generative dispersule,transient,0.020833333333333332
Plantago strictissima,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantago media,no,native,*,0.386891666666666,Local non-specific dispersal,2,97,2.54,No appendages,generative dispersule,transient,0.16666666666666666
Platanthera bifolia,yes,native,3,0.0017667,Anemochory,3,80,NA,Flat appendages,generative dispersule,transient,0
Platanthera bifolia subsp. bifolia,yes,native,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platanthera chlorantha,yes,native,3,0.0021278,Anemochory,3,80,NA,NA,NA,transient,0
Pleurospermum austriacum,no,native,*,4.77975,Local non-specific dispersal,2,NA,3.6672727272727275,Flat appendages,generative dispersule,NA,NA
Poa alpina,no,native,*,0.383077777777777,Local non-specific dispersal,1,100,1.8318181818181818,Balloon structures,generative dispersule,transient,0
Poa annua,no,native,*,0.266850789473684,Local non-specific dispersal,1,75.4,NA,NA,NA,NA,NA
Poa supina,no,native,*,0.5296,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Poa badensis,yes,native,2,0.280999999999999,Local non-specific dispersal,1,92,1.04,Balloon structures,generative dispersule,transient,0
Poa bulbosa,no,native,*,0.652156,Local non-specific dispersal,1,76,1.73,Elongated appendages,generative dispersule,transient,0.3333333333333333
Poa chaixii,no,native,*,0.6904,Local non-specific dispersal,2,NA,1.81,Balloon structures,generative dispersule,transient,0.125
Poa compressa,no,native,*,0.201525925925926,Local non-specific dispersal,2,98,1.5458823529411765,No appendages,generative dispersule,transient,0.375
Poa glauca,no,native,R,0.352,Local non-specific dispersal,1,100,NA,NA,NA,NA,NA
Poa hybrida,no,native,*,0.41984,Local non-specific dispersal,2,NA,NA,NA,NA,NA,NA
Poa minor,no,native,*,0.3605,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Poa nemoralis,no,native,*,0.460581818181818,Local non-specific dispersal,2,92,1.6353846153846154,No appendages,generative dispersule,transient,0.2222222222222222
Poa palustris,no,native,*,0.179416666666666,Local non-specific dispersal,2,NA,1.50125,No appendages,generative dispersule,transient,0.07142857142857142
Poa angustifolia,no,native,*,0.24300744365,Local non-specific dispersal,2,85,1.8218181818181818,Balloon structures,generative dispersule,transient,0.14285714285714285
Poa humilis,no,native,*,NA,NA,NA,84.25,NA,NA,NA,NA,NA
Poa pratensis,no,native,*,0.252087301603174,Local non-specific dispersal,2,98.66666666666667,2.1283333333333334,Balloon structures,generative dispersule,transient,0.2719594594594595
Poa remota,no,native,V,0.3044,Local non-specific dispersal,2,100,NA,Balloon structures,generative dispersule,NA,NA
Poa trivialis,no,native,*,0.165200111083333,Local non-specific dispersal,2,100,1.82,Balloon structures,germinule,short-term persistent,0.37868852459016394
Polemonium caeruleum,yes,native,3,0.939271794871794,Local non-specific dispersal,2,85,3.3,No appendages,generative dispersule,transient,0
Polycarpon tetraphyllum,no,established non-native,nb,0.05079125,Local non-specific dispersal,1,100,NA,NA,NA,transient,0.16666666666666666
Polycnemum arvense,yes,native,1,0.6088,Local non-specific dispersal,1,NA,NA,No appendages,generative dispersule,long-term persistent,0.75
Polycnemum verrucosum,yes,native,0,NA,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Polycnemum majus,yes,native,2,0.7221,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Polygala alpestris,no,native,*,NA,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Polygala amara,yes,native,3,1.119,Myrmecochory,3,NA,2.76,NA,NA,transient,0
Polygala amarella,no,native,V,1.089,Myrmecochory,3,NA,2.92,,generative dispersule,transient,0.041666666666666664
Polygala calcarea,yes,native,3,1.0484,Myrmecochory,3,NA,NA,NA,NA,transient,0
Polygaloides chamaebuxus,no,native,*,9.45333333333333,Myrmecochory,3,NA,4.12,,generative dispersule,transient,0
Polygala comosa,no,native,V,1.39806666666666,Myrmecochory,3,NA,2.2,,generative dispersule,transient,0.07692307692307693
Polygala serpyllifolia,yes,native,3,2.1,Myrmecochory,3,NA,NA,Balloon structures,generative dispersule,transient,0.125
Polygala vulgaris,no,native,V,1.81261742857143,Myrmecochory,3,NA,2.09,Elongated appendages,generative dispersule,transient,0.025
Polygonatum multiflorum,no,native,*,205.857561904761,Local non-specific dispersal,2,NA,4.72,Nutrient containing structures,generative dispersule,transient,0
Polygonatum odoratum,no,native,V,309.223666777777,Local non-specific dispersal,2,NA,5,Nutrient containing structures,generative dispersule,transient,0
Polygonatum verticillatum,no,native,*,71.1913888833333,Endozoochory,6,NA,NA,Nutrient containing structures,generative dispersule,NA,NA
Polygonum arenastrum,no,native,*,1.33032,Local non-specific dispersal,1,61.666666666666664,NA,Balloon structures,generative dispersule,long-term persistent,0.75
Polygonum aviculare,no,native,*,1.6525,Local non-specific dispersal,2,87.66666666666667,2.7,Balloon structures,generative dispersule,transient,0.44047619047619047
Polygonum oxyspermum,no,native,R,3.298,Local non-specific dispersal,2,80,NA,NA,NA,NA,NA
Polygonum raii,no,native,R,NA,Local non-specific dispersal,NA,NA,NA,NA,NA,NA,NA
Polypodium interjectum,no,native,*,NA,Anemochory,3,NA,NA,NA,NA,NA,NA
Polypodium vulgare,no,native,*,13.98,Anemochory,3,NA,NA,NA,NA,NA,NA
Polystichum aculeatum,no,native,*,NA,Anemochory,3,NA,NA,NA,NA,NA,NA
Polystichum setiferum,yes,native,3,NA,Anemochory,3,NA,NA,NA,NA,NA,NA
Polystichum braunii,yes,native,2,NA,Anemochory,3,NA,NA,NA,NA,NA,NA
Polystichum lonchitis,no,native,V,NA,Anemochory,3,NA,NA,NA,NA,NA,NA
Populus alba,no,native,*,0.42,Anemochory,5,NA,NA,Elongated appendages,generative dispersule,NA,NA
Populus × canescens,no,native,*,NA,Anemochory,5,NA,NA,NA,NA,NA,NA
Populus × canadensis,no,established non-native,nb,NA,NA,NA,NA,NA,NA,NA,NA,NA
Populus nigra,yes,native,3,1.12185,Anemochory,5,NA,0.30454545454545456,Elongated appendages,generative dispersule,transient,0
Populus tremula,no,native,*,0.11,Anemochory,5,NA,0.11,Elongated appendages,generative dispersule,transient,0
Portulaca granulatostellulata,no,established non-native,nb,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portulaca oleracea,no,established non-native,nb,0.251422222222222,Myrmecochory,3,94.75,2.0318181818181817,No appendages,generative dispersule,long-term persistent,0.6833333333333333
Potamogeton acutifolius,yes,native,3,3.2121,Hydrochory,NA,NA,NA,Elongated appendages,generative dispersule,NA,NA
Potamogeton alpinus,yes,native,3,1.89175,Hydrochory,NA,88,3.0536363636363637,No appendages,generative dispersule,NA,NA
Potamogeton × angustifolius,yes,native,2,NA,Hydrochory,NA,NA,NA,NA,NA,NA,NA
Potamogeton coloratus,yes,native,2,0.42725,Hydrochory,NA,NA,NA,Elongated appendages,generative dispersule,NA,NA
Potamogeton compressus,yes,native,2,3.6039,Hydrochory,NA,NA,NA,Elongated appendages,generative dispersule,NA,NA
Potamogeton crispus,no,native,*,11.87625,Hydrochory,NA,NA,NA,Elongated appendages,generative dispersule,NA,NA
Stuckenia filiformis,yes,native,2,2.11275,Hydrochory,NA,NA,NA,NA,NA,NA,NA
Potamogeton friesii,yes,native,3,3.0659341,Hydrochory,NA,NA,NA,Elongated appendages,generative dispersule,NA,NA
Potamogeton gramineus,yes,native,2,2.07095,Hydrochory,NA,NA,NA,No appendages,generative dispersule,NA,NA
Potamogeton lucens,no,native,V,5.1349,Hydrochory,NA,NA,NA,Elongated appendages,generative dispersule,NA,NA
Potamogeton natans,no,native,*,5.73287777777777,Hydrochory,NA,NA,3.95,No appendages,generative dispersule,NA,NA
Potamogeton × nitens,yes,native,2,NA,Hydrochory,NA,NA,NA,NA,NA,NA,NA
Potamogeton nodosus,no,native,V,4.4426,Hydrochory,NA,NA,NA,Elongated appendages,generative dispersule,NA,NA
Potamogeton obtusifolius,yes,native,3,2.89876,Hydrochory,NA,NA,NA,Elongated appendages,generative dispersule,NA,NA
Stuckenia pectinata,no,native,*,6.17466666666666,Hydrochory,NA,NA,NA,NA,NA,NA,NA
Potamogeton perfoliatus,no,native,V,3.23235,Hydrochory,NA,NA,NA,Elongated appendages,generative dispersule,transient,0
Potamogeton polygonifolius,yes,native,3,1.72224,Hydrochory,NA,78,3.825,No appendages,generative dispersule,NA,NA
Potamogeton praelongus,yes,native,2,NA,Hydrochory,NA,NA,NA,Elongated appendages,generative dispersule,NA,NA
Potamogeton berchtoldii,no,native,V,1.1326,Hydrochory,NA,NA,NA,Elongated appendages,generative dispersule,NA,NA
Potamogeton pusillus,no,native,V,1.16014545454545,Hydrochory,NA,NA,NA,Elongated appendages,generative dispersule,short-term persistent,0.25
Potamogeton rutilus,yes,native,1,NA,Hydrochory,NA,NA,NA,Elongated appendages,generative dispersule,NA,NA
Potamogeton trichoides,no,native,V,1.0966387,Hydrochory,NA,NA,NA,Elongated appendages,generative dispersule,NA,NA
Potentilla alba,yes,native,3,0.695333333333333,Myrmecochory,3,NA,2.96,Elongated appendages,generative dispersule,transient,0
Potentilla anglica,no,native,V,0.5664,Myrmecochory,3,NA,NA,NA,NA,short-term persistent,0.5
Argentina anserina,no,native,*,0.893866666666667,Myrmecochory,3,69.75,NA,NA,NA,NA,NA
Potentilla argentea,no,native,*,0.0955454545454546,Myrmecochory,3,80,2.3854545454545453,No appendages,generative dispersule,transient,0.4782608695652174
Potentilla aurea,no,native,*,0.331133333333333,Myrmecochory,3,NA,NA,No appendages,generative dispersule,transient,0
Potentilla brauneana,no,native,*,NA,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Potentilla caulescens,no,native,*,0.16,Local non-specific dispersal,1,NA,0.85,NA,NA,NA,NA
Potentilla clusiana,no,native,R,0.3732,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Potentilla lindackeri,yes,native,1,NA,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Potentilla praecox,yes,native,1,NA,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Potentilla rhenana,yes,native,1,NA,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Potentilla wismariensis,yes,native,2,NA,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Potentilla crantzii,no,native,*,0.54164925,Myrmecochory,3,NA,NA,No appendages,generative dispersule,transient,0
Potentilla erecta,no,native,*,0.4145125,Myrmecochory,3,93,1.2915384615384615,Nutrient containing structures,generative dispersule,transient,0.25
Potentilla heptaphylla,no,native,V,0.478,Myrmecochory,3,NA,NA,NA,NA,transient,0
Potentilla inclinata,yes,native,3,0.266333333333333,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Potentilla indica,no,established non-native,nb,0.323666666666667,Local non-specific dispersal,1,50,NA,NA,NA,NA,NA
Potentilla intermedia,no,established non-native,nb,0.44,Myrmecochory,3,NA,NA,NA,NA,transient,0
Potentilla micrantha,no,native,V,0.5547,Local non-specific dispersal,1,NA,NA,Elongated appendages,generative dispersule,NA,NA
Potentilla norvegica,no,native,*,0.1105,Myrmecochory,3,NA,NA,No appendages,generative dispersule,long-term persistent,0.75
Potentilla recta,no,native,*,0.239377777777778,Myrmecochory,3,NA,2.493333333333333,No appendages,generative dispersule,transient,0.07142857142857142
Potentilla reptans,no,native,*,0.270341666666666,Myrmecochory,3,41,2.731818181818182,No appendages,generative dispersule,transient,0.21232876712328766
Potentilla sterilis,no,native,*,0.56975,Myrmecochory,3,88,NA,Elongated appendages,generative dispersule,transient,0.23333333333333334
Potentilla supina,no,native,V,0.0651666666666667,Myrmecochory,3,NA,1.5672727272727274,No appendages,generative dispersule,transient,0
Potentilla thuringiaca,yes,native,2,0.191466666666666,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Potentilla incana,no,native,V,0.374,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Potentilla pusilla,yes,native,3,0.3,Myrmecochory,3,69,NA,NA,NA,NA,NA
Potentilla verna,no,native,*,0.5460625,Myrmecochory,3,NA,2.72,No appendages,generative dispersule,transient,0.16666666666666666
Prenanthes purpurea,no,native,*,0.92975,Myrmecochory,3,NA,0.85,No appendages,generative dispersule,NA,NA
Primula auricula,yes,native,3,0.265788333333333,Myrmecochory,3,NA,2.3383333333333334,No appendages,generative dispersule,transient,0
Primula clusiana,no,native,R,0.315,Local non-specific dispersal,1,NA,NA,NA,NA,NA,NA
Primula elatior,no,native,*,0.772,Myrmecochory,3,92.33333333333333,3.0409090909090906,No appendages,generative dispersule,transient,0
Primula farinosa,yes,native,3,0.0655999999999999,Myrmecochory,3,100,1.6563636363636365,No appendages,generative dispersule,transient,0
Primula hirsuta,no,native,R,0.2114,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Primula matthioli,no,native,R,NA,Local non-specific dispersal,1,96,NA,No appendages,generative dispersule,NA,NA
Primula minima,no,native,R,0.11965,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Primula × pubescens,yes,native,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Primula veris,no,native,V,0.889671888888888,Myrmecochory,3,77,3.2058333333333335,No appendages,generative dispersule,transient,0.024390243902439025
Primula vulgaris,yes,native,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prunella grandiflora,no,native,V,0.888555444444444,Local non-specific dispersal,1,NA,2.83,No appendages,generative dispersule,transient,0.09090909090909091
Prunella laciniata,yes,native,3,1.1811422222,Local non-specific dispersal,1,100,3.03,No appendages,generative dispersule,NA,NA
Prunella vulgaris,no,native,*,0.789835714285714,Local non-specific dispersal,1,95,3.1947058823529413,No appendages,generative dispersule,transient,0.1183206106870229
Prunus avium,no,native,*,423.98399047619,Endozoochory,6,NA,NA,Elongated appendages,generative dispersule,transient,0
Prunus cerasifera,no,established non-native,nb,440.77,Endozoochory,6,NA,NA,Nutrient containing structures,generative dispersule,transient,0
Prunus cerasus,no,established non-native,nb,209.2,Endozoochory,6,NA,NA,Elongated appendages,generative dispersule,NA,NA
Prunus domestica,no,native,V,545.826,Endozoochory,6,NA,NA,Nutrient containing structures,generative dispersule,transient,0
Prunus fruticosa,yes,native,2,349.35055,Endozoochory,6,NA,NA,Elongated appendages,generative dispersule,NA,NA
Prunus mahaleb,no,native,*,83.8,Endozoochory,6,NA,NA,Elongated appendages,generative dispersule,NA,NA
Prunus padus,no,native,*,171.833333333333,Endozoochory,6,70,NA,Elongated appendages,generative dispersule,transient,0.08333333333333333
Prunus serotina,no,established non-native,nb,105.178,Endozoochory,6,NA,NA,Elongated appendages,generative dispersule,transient,0.16666666666666666
Prunus spinosa,no,native,*,800.528451851852,Endozoochory,6,30,5.46,Nutrient containing structures,generative dispersule,transient,0
Pseudorchis albida,yes,native,3,0.00195,Anemochory,5,NA,NA,NA,NA,NA,NA
Pseudoturritis turrita,yes,native,3,0.5045815,Local non-specific dispersal,2,83,NA,NA,NA,NA,NA
Ptelea trifoliata,no,established non-native,nb,36.32,Anemochory,4,NA,1.5,NA,NA,NA,NA
Pteridium aquilinum,no,native,*,0.001,Anemochory,5,NA,NA,No appendages,generative dispersule,NA,NA
Puccinellia distans,no,native,*,0.205759333333333,Local non-specific dispersal,2,97.66666666666667,2.27,No appendages,generative dispersule,short-term persistent,0.5
Puccinellia maritima,no,native,*,0.7692,Local non-specific dispersal,1,100,NA,Balloon structures,generative dispersule,transient,0.10975609756097561
Pulicaria dysenterica,no,native,V,0.0706666666666666,Anemochory,5,96.5,0.35833333333333334,Elongated appendages,germinule,short-term persistent,0.25
Pulicaria vulgaris,yes,native,3,0.1148785,Anemochory,5,97.6,NA,Elongated appendages,generative dispersule,NA,NA
Pulmonaria angustifolia,yes,native,2,NA,Local non-specific dispersal,1,NA,NA,Flat appendages,generative dispersule,NA,NA
Pulmonaria collina,yes,native,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pulmonaria mollis,yes,native,3,9.9808,Myrmecochory,3,NA,NA,NA,NA,NA,NA
Pulmonaria montana,no,native,*,NA,Myrmecochory,3,NA,NA,Flat appendages,generative dispersule,NA,NA
