"taxon_name";"frequency";"ornamental";"crop";"wild";"cultivated";"native";"range";"trend";"threat_2018";"threat_1998";"PlantGrowthForm"
"Taraxacum exsertum";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"nb";NA
"Taraxacum fagerstroemii";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum fasciatiforme";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum fasciatum";NA;NA;NA;NA;NA;"native";"h";"=";"*";"nb";NA
"Taraxacum filidens";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum flavescens";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum flavostylum";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum flexile";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum floccosum";NA;NA;NA;NA;NA;"native";"mh";"?";"D";"nb";NA
"Taraxacum florstroemii";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum freticola";NA;NA;NA;NA;NA;"native";"s";"=";"*";"nb";NA
"Taraxacum fulgidum";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum geminatum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum gentile";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum gesticulans";NA;NA;NA;NA;NA;"native";"s";"?";"D";"nb";NA
"Taraxacum gibberum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum glaphyrum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum glossocentrum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum glossodon";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum gustavianum";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum guttigestans";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum habile";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum haematicum";NA;NA;NA;NA;NA;"native";"s";"=";"*";"nb";NA
"Taraxacum haraldii";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum heikkinenii";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"nb";NA
"Taraxacum hemicyclum";NA;NA;NA;NA;NA;"native";"h";"=";"*";"nb";NA
"Taraxacum hempelianum";NA;NA;NA;NA;NA;"native";"s";"=";"*";"nb";NA
"Taraxacum hepaticum";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum homoschistum";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum horridifrons";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum huelphersianum";NA;NA;NA;NA;NA;"native";"s";"=";"*";"nb";NA
"Taraxacum humile";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum idiomorphum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum inarmatum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum incisiforme";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum incisum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum infuscatum";NA;NA;NA;NA;NA;"native";"s";"=";"*";"nb";NA
"Taraxacum ingens";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum inops";NA;NA;NA;NA;NA;"native";"s";"?";"D";"nb";NA
"Taraxacum insigne";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum insuetum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum intermedium";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum interveniens";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum intumescens";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum jugiferum";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum karwendelense";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum kjellmanii";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum klingstedtii";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum lacerifolium";NA;NA;NA;NA;NA;"native";"s";"?";"D";"nb";NA
"Taraxacum laciniosifrons";NA;NA;NA;NA;NA;"native";"s";"?";"D";"nb";NA
"Taraxacum laciniosum";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum lacinulatum";NA;NA;NA;NA;NA;"native";"mh";"?";"D";"nb";NA
"Taraxacum laeticolor";NA;NA;NA;NA;NA;"native";"s";"?";"D";"nb";NA
"Taraxacum lagerkrantzii";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum lanceolatisquameum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum latens";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum laticordatum";NA;NA;NA;NA;NA;"native";"h";"=";"*";"nb";NA
"Taraxacum latisectum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum latissimum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum leptodon";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum leptoglotte";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum leptoscelum";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum leucopodum";NA;NA;NA;NA;NA;"native";"s";"=";"*";"nb";NA
"Taraxacum lindstroemii";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum lingulatum";NA;NA;NA;NA;NA;"native";"s";"?";"D";"nb";NA
"Taraxacum longifrons";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum longisquameum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum lucidum";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum lunare";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum lundense";NA;NA;NA;NA;NA;"native";"s";"=";"*";"nb";NA
"Taraxacum luteolum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum luteoviride";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum macranthoides";NA;NA;NA;NA;NA;"native";"h";"=";"*";"nb";NA
"Taraxacum macrolobum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum maculatum";NA;NA;NA;NA;NA;"native";"s";"=";"*";"nb";NA
"Taraxacum melanostigma";NA;NA;NA;NA;NA;"native";"h";"?";"D";"nb";NA
"Taraxacum melanthoides";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum mimulum";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum moldavicum";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum necessarium";NA;NA;NA;NA;NA;"native";"s";"?";"D";"nb";NA
"Taraxacum nitidum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum nothum";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum obliquilobum";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum oblongatum";NA;NA;NA;NA;NA;"native";"h";"=";"*";"nb";NA
"Taraxacum obnubilum";NA;NA;NA;NA;NA;"native";"s";"=";"*";"nb";NA
"Taraxacum obtusifrons";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum obtusulum";NA;NA;NA;NA;NA;"native";"s";"?";"D";"nb";NA
"Taraxacum ochrochlorum";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum ohlsenii";NA;NA;NA;NA;NA;"native";"h";"=";"*";"nb";NA
"Taraxacum oinopolepis";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum oinopopodum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum oligolobatum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum olitorium";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum opertum";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum opulentiforme";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum ostenfeldii";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum ottonis";NA;NA;NA;NA;NA;"native";"s";"=";"*";"nb";NA
"Taraxacum oxyrhinum";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum pachylobum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum pachymerum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum pallescens";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum pallescentiforme";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum pallidipes";NA;NA;NA;NA;NA;"native";"s";"?";"D";"nb";NA
"Taraxacum pallidulum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum pannucium";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum pannulatiforme";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum pannulatum";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum panoplum";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum paradoxachrum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum paucijugum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum pectinatiforme";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum pervalidum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum petterssonii";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum piceatum";NA;NA;NA;NA;NA;"native";"h";"=";"*";"nb";NA
"Taraxacum pittochromatum";NA;NA;NA;NA;NA;"native";"s";"=";"*";"nb";NA
"Taraxacum planoides";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum planum";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum plicatiangulatum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum plicatifrons";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum polyodon";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum porrigens";NA;NA;NA;NA;NA;"native";"s";"?";"D";"nb";NA
"Taraxacum praecox";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum praeradians";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum praestabile";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum prasinum";NA;NA;NA;NA;NA;"native";"s";"=";"*";"nb";NA
"Taraxacum privum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum procerisquameum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum procerum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum proclinatum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum pseudelongatum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum pseudohabile";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum pseudoretroflexum";NA;NA;NA;NA;NA;"native";"s";"?";"D";"nb";NA
"Taraxacum pulcherrimum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum pulchrifolium";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"nb";NA
"Taraxacum pulverulentum";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum purpureum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum pycnolobum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum quadrangulum";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum recessum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum recurvum";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum remanentilobum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum retroflexum";NA;NA;NA;NA;NA;"native";"s";"=";"*";"nb";NA
"Taraxacum rhamphodes";NA;NA;NA;NA;NA;"native";"s";"=";"*";"nb";NA
"Taraxacum rhodopodum";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum roseopes";NA;NA;NA;NA;NA;"native";"s";"?";"D";"nb";NA
"Taraxacum rubrisquameum";NA;NA;NA;NA;NA;"native";"es";"=";"R";"nb";NA
"Taraxacum ruptifolium";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum rutilum";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"nb";NA
"Taraxacum sagittipotens";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum sahlinii";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum saxenii";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum saxonicum";NA;NA;NA;NA;NA;"native";"s";"=";"*";"nb";NA
"Taraxacum scotiniforme";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum scotinum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum selenoides";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum sellandii";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum semicurvatum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum semiglobosum";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum semilunare";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum sertatum";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"nb";NA
"Taraxacum severum";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum sinuatum";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum speciosiflorum";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum sphenolobum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum staturale";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum stenoglossum";NA;NA;NA;NA;NA;"native";"s";"?";"D";"nb";NA
"Taraxacum stereodes";NA;NA;NA;NA;NA;"native";"s";"?";"D";"nb";NA
"Taraxacum subarmatum";NA;NA;NA;NA;NA;"native";"s";"?";"D";"nb";NA
"Taraxacum subborgvallii";NA;NA;NA;NA;NA;"native";"s";"=";"*";"nb";NA
"Taraxacum subcanescens";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum subdahlstedtii";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum subhuelphersianum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum sublaeticolor";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum subleucopodum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum sublongisquameum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum subpraticola";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum subsaxenii";NA;NA;NA;NA;NA;"native";"h";"=";"*";"nb";NA
"Taraxacum subundulatum";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum subxanthostigma";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum sundbergii";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum symphorilobum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum tenebricans";NA;NA;NA;NA;NA;"native";"s";"?";"D";"nb";NA
"Taraxacum tenuipetiolatum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum theodori";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum trigonum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum trilobatum";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum tropaeatum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum tumentilobum";NA;NA;NA;NA;NA;"native";"s";"?";"D";"nb";NA
"Taraxacum turgidum";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum uncidentatum";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum undulatiflorum";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum undulatiforme";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum undulatum";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum unguifrons";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum uniforme";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum urbicola";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"nb";NA
"Taraxacum valens";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum vanum";NA;NA;NA;NA;NA;"native";"s";"?";"D";"nb";NA
"Taraxacum vastisectum";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum verticosum";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum violaceifrons";NA;NA;NA;NA;NA;"native";"es";"?";"R";"nb";NA
"Taraxacum violaceinervosum";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum violaceipetiolatum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum virellum";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum wiinstedtii";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum xanthostigma";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum zelotes";NA;NA;NA;NA;NA;"native";"?";"?";"D";"nb";NA
"Taraxacum copidophyllum";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"nb";NA
"Taraxacum fascinans";NA;NA;NA;NA;NA;"native";"ss";"?";"D";"nb";NA
"Taraxacum porrigentilobatum";NA;NA;NA;NA;NA;"native";"s";"=";"*";"nb";NA
"Taraxacum subalpinum";NA;NA;NA;NA;NA;"native";"s";"<";"V";"nb";NA
"Teesdalia nudicaulis";NA;NA;NA;NA;NA;"native";"h";"<";"*";"*";NA
"Tephroseris crispa";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"*";NA
"Tephroseris helenitis";NA;NA;NA;NA;NA;"native";"s";"<<";"2";"3";NA
"Tephroseris integrifolia";NA;NA;NA;NA;NA;"native";"es";"<<";"2";"2";NA
"Tephroseris palustris";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"*";NA
"Teucrium botrys";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"*";NA
"Teucrium scordium";NA;NA;NA;NA;NA;"native";"s";"<<";"2";"2";NA
"Thalictrum lucidum";NA;NA;NA;NA;NA;"native";"s";"<";"3";"3";NA
"Thalictrum minus";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"*";NA
"Thalictrum simplex";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"2";NA
"Thelypteris limbosperma";NA;NA;NA;NA;NA;"native";"mh";"<";"*";"*";NA
"Thelypteris palustris";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"3";NA
"Thesium alpinum";NA;NA;NA;NA;NA;"native";"s";"<";"3";"3";NA
"Thesium bavarum";NA;NA;NA;NA;NA;"native";"s";"<";"3";"*";NA
"Thesium ebracteatum";NA;NA;NA;NA;NA;"native";"es";"<<";"1";"1";NA
"Thesium linophyllon";NA;NA;NA;NA;NA;"native";"s";"<";"3";"3";NA
"Thesium pyrenaicum";NA;NA;NA;NA;NA;"native";"s";"<";"3";"3";NA
"Thesium rostratum";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"3";NA
"Thlaspi arvense";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";NA
"Thymelaea passerina";NA;NA;NA;NA;NA;"native";"ss";"<<";"2";"2";NA
"Thymus × braunii";NA;NA;NA;NA;NA;"native";"?";"?";"D";"kN";NA
"Thymus alpestris";NA;NA;NA;NA;NA;"native";"es";"?";"R";"kN";NA
"Thymus × pseudoalpestris";NA;NA;NA;NA;NA;"native";"?";"?";"D";"kN";NA
"Thymus × oblongifolius";NA;NA;NA;NA;NA;"native";"?";"?";"D";"kN";NA
"Tofieldia calyculata";NA;NA;NA;NA;NA;"native";"s";"<";"3";"3";NA
"Tofieldia pusilla";NA;NA;NA;NA;NA;"native";"es";"=";"R";"R";NA
"Tordylium maximum";NA;NA;NA;NA;NA;"native";"es";"<<";"1";"*";NA
"Torilis arvensis";NA;NA;NA;NA;NA;"native";"s";"<";"*";"*";NA
"Torilis japonica";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";NA
"Torilis nodosa";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Tozzia alpina";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Tragopogon dubius";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Tragopogon minor";NA;NA;NA;NA;NA;"native";"?";"?";"D";"*";NA
"Tragopogon orientalis";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"V";NA
"Tragopogon pratensis";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";NA
"Tragus racemosus";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Traunsteinera globosa";NA;NA;NA;NA;NA;"native";"ss";"<";"3";"*";NA
"Trichomanes speciosum";NA;NA;NA;NA;NA;"native";"ss";"?";"*";"*";NA
"Trichophorum alpinum";NA;NA;NA;NA;NA;"native";"s";"<";"3";"3";NA
"Trichophorum cespitosum";NA;NA;NA;NA;NA;"native";"s";"<";"V";"3";NA
"Trifolium alpestre";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"V";NA
"Trifolium arvense";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";NA
"Trifolium badium";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Trifolium campestre";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";NA
"Trifolium micranthum";NA;NA;NA;NA;NA;"native";"es";"=";"R";"1";NA
"Trifolium medium";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";NA
"Trifolium montanum";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"V";NA
"Trifolium ochroleucon";NA;NA;NA;NA;NA;"native";"s";"<<";"2";"3";NA
"Trifolium ornithopodioides";NA;NA;NA;NA;NA;"native";"es";"<";"1";"R";NA
"Trifolium retusum";NA;NA;NA;NA;NA;"native";"es";"<";"1";"1";NA
"Trifolium rubens";NA;NA;NA;NA;NA;"native";"s";"<";"3";"3";NA
"Trifolium scabrum";NA;NA;NA;NA;NA;"native";"es";"<";"1";"1";NA
"Trifolium spadiceum";NA;NA;NA;NA;NA;"native";"s";"<<";"2";"2";NA
"Trifolium striatum";NA;NA;NA;NA;NA;"native";"s";"<";"3";"3";NA
"Trifolium thalii";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Triglochin maritima";NA;NA;NA;NA;NA;"native";"s";"<";"V";"3";NA
"Triglochin palustris";NA;NA;NA;NA;NA;"native";"mh";"<<";"3";"3";NA
"Trinia glauca";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"2";NA
"Tripolium pannonicum";NA;NA;NA;NA;NA;"native";"s";"=";"*";"*";NA
"Trollius europaeus";NA;NA;NA;NA;NA;"native";"mh";"<<";"3";"3";NA
"Turgenia latifolia";NA;NA;NA;NA;NA;"native";"es";"<<<";"1";"1";NA
"Turritis glabra";NA;NA;NA;NA;NA;"native";"h";"<";"*";"*";NA
"Tussilago farfara";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";NA
"Ulex europaeus";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";"shrub"
"Urtica kioviensis";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
"Utricularia intermedia";NA;NA;NA;NA;NA;"native";"s";"<<";"2";"2";NA
"Utricularia ochroleuca";NA;NA;NA;NA;NA;"native";"ss";"<<";"1";"2";NA
"Utricularia stygia";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"2";NA
"Utricularia bremii";NA;NA;NA;NA;NA;"native";"es";"<";"2";"1";NA
"Utricularia minor";NA;NA;NA;NA;NA;"native";"mh";"<<";"3";"2";NA
"Utricularia australis";NA;NA;NA;NA;NA;"native";"mh";"<";"V";"3";NA
"Utricularia vulgaris";NA;NA;NA;NA;NA;"native";"mh";"<<";"3";"3";NA
"Vaccinium × atlanticum";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"kN";NA
"Valeriana dioica";NA;NA;NA;NA;NA;"native";"h";"<";"*";"V";NA
"Valeriana excelsa";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";NA
"Valeriana pratensis";NA;NA;NA;NA;NA;"native";"mh";"=";"*";"*";NA
"Vallisneria spiralis";NA;NA;NA;NA;NA;"established non-native";"nb";NA;"nb";"*";NA
"Ventenata dubia";NA;NA;NA;NA;NA;"native";"ss";"<";"2";"3";NA
"Veratrum lobelianum";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"nb";NA
"Verbascum blattaria";NA;NA;NA;NA;NA;"native";"s";"<";"3";"3";NA
"Verbascum lychnitis";NA;NA;NA;NA;NA;"native";"h";"=";"*";"*";NA
"Verbascum pulverulentum";NA;NA;NA;NA;NA;"native";"ss";"=";"3";"2";NA
"Verbascum thapsus";NA;NA;NA;NA;NA;"native";"sh";"=";"*";"*";NA
"Verbena officinalis";NA;NA;NA;NA;NA;"native";"h";"<";"*";"*";NA
"Veronica acinifolia";NA;NA;NA;NA;NA;"native";"es";"<<";"1";"1";NA
"Veronica agrestis";NA;NA;NA;NA;NA;"native";"h";"<";"*";"*";NA
"Veronica alpina";NA;NA;NA;NA;NA;"native";"ss";"=";"*";"*";NA
